,store,sido,gungu,address
1024,중화산,전북 전주시 완산구 중화산동2가 777-6,전북,전주시
1025,평화1호,전북 전주시 완산구 평화동2가 226,전북,전주시
1026,효자(전주),전북 전주시 완산구 효자동1가 652,전북,전주시
1027,효천,전북 전주시 완산구 삼천동2가 759-1,전북,전주시
1028,상동,전북 정읍시 시기동 170-4,전북,정읍시
1029,수성(정읍),전북 정읍시 수성동 954-13,전북,정읍시
1030,진안,전북 진안군 진안읍 군상리 286-1,전북,진안군
1031,강진,전남 강진군 강진읍 남성리 5-4,전남,강진군
1032,고흥,전남 고흥군 고흥읍 남계리 439-3,전남,고흥군
1033,경산,경북 경산시 옥산동 758-10(1층),경북,경산시
1034,경산오거리,경북 경산시 중방동 880-1,경북,경산시
1035,계양사동,경북 경산시 사동 48,경북,경산시
1036,영대,경북 경산시 압량면 신대리 497,경북,경산시
1037,진량,경북 경산시 진량읍 봉회리 81-3,경북,경산시
1038,하양,경북 경산시 하양읍 금락리 130-18,경북,경산시
1039,동천(경주),경북 경주시 동천동 987-44,경북,경주시
1040,성건중앙,경북 경주시 성건동 625-13,경북,경주시
1041,안강,경북 경주시 안강읍 산대리 2400-2,경북,경주시
1042,외동(경주),경북 경주시 입실리 1344-46,경북,경주시
1043,용강(경주),경북 경주시 용강동 1619,경북,경주시
1044,충효,경북 경주시 충효동 3002-1,경북,경주시
1045,황성,경북 경주시 황성동 893-3,경북,경주시
1046,고령,경북 고령군 대가야읍 지산리 3-11,경북,고령군
1047,다산,경북 고령군 다산면 상곡리 162-21,경북,고령군
1048,도량,경북 구미시 도량동 262-1,경북,구미시
1049,문성,경북 구미시 고아읍 문성리 1850,경북,구미시
1050,봉곡,경북 구미시 봉곡동 302-4,경북,구미시
1051,산동,경북 구미시 산동면 신당리 1437,경북,구미시
1052,상모,경북 구미시 상모동 42-7,경북,구미시
1053,선산,경북 구미시 선산읍 동부리 416,경북,구미시
1054,송정(구미),경북 구미시 송정동 38-5 우방타운 206동2호,경북,구미시
1055,신평공단,경북 구미시 신평동 95-4,경북,구미시
1056,옥계,경북 구미시 옥계동 843-1,경북,구미시
1057,원평,경북 구미시 원평동 84-5,경북,구미시
1058,원호,경북 구미시 고아읍 원호리 442-2,경북,구미시
1059,인동,경북 구미시 인의동 341-2,경북,구미시
1060,진평,경북 구미시 진평동 29-5,경북,구미시
1061,형곡,경북 구미시 형곡동 152-4,경북,구미시
1062,고현상동,경남 거제시 고현동 406-18,경남,거제시
1063,상문,경남 거제시 상동동 913-2,경남,거제시
1064,수양,경남 거제시 수월동 1120-14,경남,거제시
1065,아주,경남 거제시 아주동 1178-2,경남,거제시
1066,옥포(거제),경남 거제시 옥포동 160-1,경남,거제시
1067,장승포,경남 거제시 장승포동 697-2,경남,거제시
1068,장평,경남 거제시 장평동 274,경남,거제시
1069,중곡,경남 거제시 고현동 997,경남,거제시
1070,지세포,경남 거제시 일운면 지세포리 1009-7,경남,거제시
1071,거창1호,경남 거창군 거창읍 상림리 855,경남,거창군
1072,고성(경남),경남 고성군 고성읍 송학리 244-88,경남,고성군
1073,구산,경남 김해시 구산동 275-8,경남,김해시
1074,내동,경남 김해시 내동 138-1,경남,김해시
1075,대청,경남 김해시 대청동 61-1,경남,김해시
1076,부원봉황,경남 김해시 부원동 607-3,경남,김해시
1077,삼계1호,경남 김해시 삼계동 1479-4,경남,김해시
1078,삼계2호,경남 김해시 삼계동 1415-5,경남,김해시
1079,삼방,경남 김해시 삼방동 171-12,경남,김해시
1080,삼정,경남 김해시 삼정동 590-1,경남,김해시
1081,어방,경남 김해시 어방동 523-2,경남,김해시
1082,외동(김해),경남 김해시 외동 1187-12,경남,김해시
1083,율하(김해),경남 김해시 관동동 1106-5,경남,김해시
1084,율하2지구,경남 김해시 장유동 834-8,경남,김해시
1085,장유1호,경남 김해시 무계동 149-18,경남,김해시
1086,주촌,경남 김해시 주촌면 천곡리 1381-14,경남,김해시
1087,지내안동,경남 김해시 지내동 67-1,경남,김해시
1088,진영,경남 김해시 진영읍 진영리 1629-2,경남,김해시
1089,남해,경남 남해군 남해읍 서변리 160-11,경남,남해군
1090,내일동,경남 밀양시 내이동 1566-6,경남,밀양시
1091,삼문상남,경남 밀양시 삼문동 717-11,경남,밀양시
1092,동금,경남 사천시 동금동 58-4,경남,사천시
1093,벌용,경남 사천시 벌리동 255-9,경남,사천시
1094,사남,경남 사천시 사남면 월성리 64-3,경남,사천시
1095,사천,경남 사천시 사천읍 수석리 293-23,경남,사천시
1096,산청,경남 산청군 산청읍 옥산리 249,경남,산청군
1097,원지,경남 산청군 신안면 하정리 783-5,경남,산청군
1098,덕계,경남 양산시 덕계동 750,경남,양산시
1099,물금,경남 양산시 물금읍 범어리 2682-10,경남,양산시
1100,삼성,경남 양산시 북정동 885-12,경남,양산시
1101,상북,경남 양산시 상북면 석계리 242-1,경남,양산시
1102,서창1호,경남 양산시 삼호동 707-2,경남,양산시
1103,석산,경남 양산시 동면 금산리 1422-14,경남,양산시
1104,중앙(양산),경남 양산시 중부동 684-6,경남,양산시
1105,증산(양산),경남 양산시 물금읍 가촌리 1269-3,경남,양산시
1106,통도사,경남 양산시 하북면 순지리 814-5,경남,양산시
1107,평산,경남 양산시 평산동 105-4,경남,양산시
1108,의령,경남 의령군 의령읍 서동리 497-9,경남,의령군
1109,가호,경남 진주시 호탄동 611-3,경남,진주시
1110,금산(진주),경남 진주시 중천리 192-3,경남,진주시
1111,상대,경남 진주시 상대동 238-3,경남,진주시
1112,상봉중앙,경남 진주시 중안동 2-11,경남,진주시
1113,상평,경남 진주시 상평동 198-43,경남,진주시
1114,신안평거,경남 진주시 신안동 439-7,경남,진주시
1115,이현인사,경남 진주시 인사동 145-5,경남,진주시
1116,정촌,경남 진주시 정촌면 예하리 1300-14,경남,진주시
1117,초장,경남 진주시 초전동 1704-7,경남,진주시
1118,칠암망경,경남 진주시 칠암동 491-47,경남,진주시
1119,판문평거,경남 진주시 평거동 344-6,경남,진주시
1120,하대초전,경남 진주시 하대동 306-38,경남,진주시
1121,혁신(경남 진주),경남 진주시 진주시 충무공동 282-3,경남,진주시
1122,남지,경남 창녕군 남지읍 남지리 994-7,경남,창녕군
1123,창녕,경남 창녕군 창녕읍 송현리 238-1,경남,창녕군
1124,마산현동,경남 창원시 마산합포구 현동 374,경남,창원시
1125,문화중앙,경남 창원시 마산합포구 중앙동1가 1-4,경남,창원시
1126,월영,경남 창원시 마산합포구 해운동 42,경남,창원시
1127,자산교방,경남 창원시 마산합포구 자산동 301-19,경남,창원시
1128,진동,경남 창원시 마산합포구 진동면 진동리 436,경남,창원시
1129,창동산호,경남 창원시 마산합포구 산호동 338-35,경남,창원시
1130,내서삼계,경남 창원시 마산회원구 삼계리 35-14,경남,창원시
1131,석전회성,경남 창원시 마산회원구 석전동 264-56,경남,창원시
1132,양덕(창원),경남 창원시 마산회원구 양덕동 61-61,경남,창원시
1133,합성,경남 창원시 마산회원구 합성동 263-36,경남,창원시
1134,호계,경남 창원시 마산회원구 내서읍 호계리 289-45,경남,창원시
1135,회원,경남 창원시 마산회원구 회원2동 669-4,경남,창원시
1136,남양(창원),경남 창원시 성산구 가음동 7-2 더원빌딩 104호,경남,창원시
1137,대방,경남 창원시 성산구 성주동 100,경남,창원시
1138,반송(창원),경남 창원시 성산구 반지동 74-3,경남,창원시
1139,사파,경남 창원시 성산구 사파동 113-16,경남,창원시
1140,상남,경남 창원시 성산구 상남동 34-9,경남,창원시
1141,성주안민,경남 창원시 성산구 성주동 125,경남,창원시
1142,중앙(창원 성산),경남 창원시 성산구 중앙동 100-1,경남,창원시
1143,감계,경남 창원시 의창구 북면 감계리 246-4,경남,창원시
1144,도계명서,경남 창원시 의창구 도계동 396-9,경남,창원시
1145,동읍,경남 창원시 의창구 동읍 용잠리 371-2,경남,창원시
1146,무동,경남 창원시 의창구 북면 무동리 145-7,경남,창원시
1147,봉곡사림,경남 창원시 의창구 봉곡동 116-4,경남,창원시
1148,용지호수,경남 창원시 의창구 용호동 73-50,경남,창원시
1149,중동유니시티,경남 창원시 의창구 서상동 666-6,경남,창원시
1150,팔용,경남 창원시 의창구 팔용동 170-9,경남,창원시
1151,남문,경남 창원시 진해구 남문동 1246-4 (골든프라자),경남,창원시
1152,석동덕산,경남 창원시 진해구 석동 139-6,경남,창원시
1153,웅동용원,경남 창원시 진해구 용원동 1212-11,경남,창원시
1154,자은냉천,경남 창원시 진해구 자은동 135-1 (자은빌딩 103호),경남,창원시
1155,중앙(진해),경남 창원시 진해구 여좌동 925-139,경남,창원시
1156,진해신항,경남 창원시 진해구 용원동 1340,경남,창원시
1157,태평,경남 창원시 진해구 수송동 12-14,경남,창원시
1158,풍호,경남 창원시 진해구 풍호동 305-17,경남,창원시
1159,미수봉평,경남 통영시 미수동 22-1번지 운하상가 115호,경남,통영시
1160,북신무전,경남 통영시 무전동 1033-2,경남,통영시
1161,죽림,경남 통영시 광도면 죽림리 1574-57 가동 103호,경남,통영시
1162,하동,경남 하동군 하동읍 읍내리 238,경남,하동군
1163,칠원,경남 함안군 칠원읍 구성리 650-4,경남,함안군
1164,함안,경남 함안군 가야읍 말산리 58-27,경남,함안군
1165,함양,경남 함양군 함양읍 용평리 773-1,경남,함양군
1166,합천,경남 합천군 합천읍 합천리 320-3,경남,합천군
1167,대정,제주 서귀포시 대정읍 하모리 1048-4,제주,서귀포시
1168,서귀포1호,제주 서귀포시 동흥동 117-6,제주,서귀포시
1169,서귀포남원,제주 서귀포시 남원읍 남원리 50,제주,서귀포시
1170,서귀포명동,제주 서귀포시 서귀동 408-3,제주,서귀포시
1171,서귀포혁신도시,제주 서귀포시 강정동 166-10,제주,서귀포시
1172,성산일출봉,제주 서귀포시 성산읍 성산리 362-1,제주,서귀포시
1173,영어교육도시,제주 서귀포시 대정읍 보성리 2476,제주,서귀포시
1174,중문,제주 서귀포시 중문동 1965-9,제주,서귀포시
1175,표선,제주 서귀포시 표선리 633-3,제주,서귀포시
1176,건입,제주 제주시 일도2동 160-9,제주,제주시
1177,노형,제주 제주시 노형동 1055-1,제주,제주시
1178,도두해안도로,제주 제주시 도두1동 2625-4,제주,제주시
1179,삼양화북,제주 제주시 화북1동 1023-2,제주,제주시
1180,세화,제주 제주시 구좌읍 평대리 3349-8,제주,제주시
1181,시청(제주),제주 제주시 이도이동 1179-18,제주,제주시
1182,아라,제주 제주시 아라일동 6080,제주,제주시
1183,아라이도,제주 제주시 이도2동 1970-24,제주,제주시
1184,애월해안도로,제주 제주시 애월읍 고내리 1145-1,제주,제주시
1185,외도하귀,제주 제주시 하귀1리 162-4,제주,제주시
1186,용담삼도,제주 제주시 용담이동 628-24,제주,제주시
1187,일도,제주 제주시 일도이동 377-22,제주,제주시
1188,제주1호,제주 제주시  연동 272-30,제주,제주시
1189,탑동(제주),제주 제주시 삼도이동 1192-22,제주,제주시
1190,한라대,제주 제주시 노형동 716,제주,제주시
1191,한림협재,제주 제주시 한림읍 한림리 1582-8,제주,제주시
1192,함덕,제주 제주시 조천읍 함덕리 1004-41,제주,제주시
